一,イチ; イッ; ひと,one,3
私立大学,しりつだいがく,private university
立つ,たつ,to stand
国立大学,こくりつだいがく,national university
私立高校,しりつこうこう,private high school
起立する,きりつする,to stand up
公立,こうりつ,public
公立学校,こうりつがっこう,public school
国立,こくりつ,national
立場,たちば,a standpoint
私立,しりつ,private
自,ジ,self,10
自分,じぶん,oneself
自転車,じてんしゃ,bicycle
自動車,じどうしゃ,automobile
自宅,じたく,my house
自信,じしん,self-confidence
自由,じゆう,freedom; liberty
夜,よる；よ；ヤ,night,10
夜,よる,night
夜中,よなか,midnight
今夜,こんや,tonight
真夜中,まよなか,midnight
深夜,しんや,midnight
朝,あさ；チョウ,morning,10
朝,あさ,morning
今朝,けさ,this morning
朝食,ちょうしょく,breakfast
早朝,そうちょう,early morning
朝ご飯,あさごはん,breakfast
持,も；ジ,to hold,10
持つ,もつ,to hold
持ってくる,もってくる,to bring
所持品,しょじひん,belongings
手,て；シュ,hand,11
上手な,じょうずな,good at
下手な,へたな,poor at
手,て,hand
手紙,てがみ,letter
歌手,かしゅ,singer
手話,しゅわ,sign language
空手,からて,karate
切手,きって,postage stamp
相手,あいて,partner
助手,じょしゅ,helper; assistant
手荷物,てにもつ,hand luggage; hand baggage
選手,せんしゅ,a player
運転手,うんてんしゅ,driver; chauffeur
手当,てあて,medical treatment
投手,とうしゅ,a pitcher
手術,しゅじゅつ,an operation
紙,がみ；かみ；シ,paper,11
手紙,てがみ,letter
紙,かみ,paper
和紙,わし,Japanese paper
用紙,ようし,blank form
白紙,はくし,blank paper
折り紙,おりがみ,paper folding
紙人形,かみにんぎょう,paper doll
好,す；コウ；この,favorite; to like,11
好きな,すきな,to like
好意,こうい,good will
好み,このみ,liking; taste
近,ちか；キン,near,11
近く,ちかく,nearby
最近,さいきん,recently
中近東,ちゅうきんとう,the Middle and Near East
近所,きんじょ,neighborhood
近代史,きんだいし,modern science
明,あか；メイ,bright,11
明るい,あかるい,cheerful; bright
明日,あした,tomorrow
説明,せつめい,explanation
説明する,せつめいする,to explain
明治,めいじ,Meiji Era
病,ビョウ,ill; sick,11
病院,びょういん,hospital
重病,じゅうびょう,serious illness
急病,きゅうびょう,sudden illness
病気が悪くなった,びょうきがわるくなった,condition (illness) became worse
院,イン,institution,11
病院,びょういん,hospital
大学院,だいがくいん,graduate school
美容院,びよういん,beauty parlor
退院する,たいいんする,to leave hospital
医院,いいん,doctor's office
映,エイ；うつ,to reflect,11
映画,えいが,movie
映画館,えいがかん,movie theater
映る,うつる,to be reflected
上映する,じょうえいする,to show (a movie)
映す,うつす,to reflect
反映する,はんえいする,to reflect
画,ガ；カク,picture,11
映画,えいが,movie
映画館,えいがかん,movie theater
画家,がか,painter
計画,けいかく,plan
日本画,にほんが,a Japanese painting
画面,がめん,a screen (TV/movie)
画数,かくすう,stroke count number
歌,うた；カ,to sing,11
歌手,かしゅ,singer
歌う,うたう,to sing
国歌,こっか,national anthem
歌,うた,song
市,シ；いち,city,11
川口市,かわぐちし,Kawaguchi city
市役所,しやくしょ,city hall
市場,いちば,market
市長,しちょう,mayor
都市,とし,a big city
市民,しみん,a citizen
所,ところ；どころ；ジョ；ショ,place,11
住所,じゅうしょ,address
所持品,しょじひん,belongings
近所,きんじょ,neighborhood
市役所,しやくしょ,city hall
いろいろな所,いろいろなところ,various places
近所,きんじょ,neighborhood
台所,だいどころ,kitchen
場所,ばしょ,place
案内所,あんないしょ,information desk
便所,べんじょ,a toilet
区役所,くやくしょ,a ward office
研究所,けんきゅうじょ,research institute
事務所,じむしょ,office
洗面所,せんめんじょ,a washroom; a toilet
台所,だいどころ,kitchen
所得,しょとく,income
勉,ベン；つと,to make efforts,11
勉強する,べんきょうする,to study
勉める,つとめる,to try hard
勤勉な,きんべんな,diligent
強,キョウ；ゴウ；つよ,strong,11
勉強する,べんきょうする,to study
強い,つよい,strong
強情な,ごうじょうな,obstinate
有,ユウ；あ,to exist,11
有名な,ゆうめいな,famous
有料,ゆうりょう,toll; fee
有る,ある,to exist
有利,ゆうり,advantageous
有効,ゆうこう,validity
旅,リョ；たび,travel,11
旅行,りょこう,travel
旅館,りょかん,inn
一人旅,ひとりたび,traveling alone
旅行社,りょこうしゃ,travel agency
新婚旅行,しんこんりょこう,a honeymoon
旅,たび,a trip
旅行する,りょこうする,to travel
旅費,りょひ,traveling expenses
旅行者,りょこうしゃ,tourist
昔,むかし,ancient times,12
昔,むかし,old times
昔話,むかしばなし,old tale
昔々,むかしむかし,once upon a time
々,,symbol of repetition of a kanji,12
時々,ときどき,sometimes
昔々,むかしむかし,once upon a time
人々,ひとびと,people
色々な,いろいろな,various
別々に,べつべつに,separately
神,かみ；ジン；シン,God,12
神さま,かみさま,God
神道,しんとう,Shinto religion
神社,じんじゃ,shrine
早,はや；ツウ,early,12
早い,はやい,early
早起きする,はやおきする,to get up early
早朝,そうちょう,early morning
早春,そうしゅん,early spring
起,お；キ,to get up,12
早起きする,はやおきする,to get up early
起きる,おきる,to get up
起こす,おこす,to wake someone up
起立する,きりつする,to stand up
起こる,おこる,to happen; to occur
牛,うし；ギュウ,cow,12
牛,うし,cow
牛乳,ぎゅうにゅう,milk
牛肉,ぎゅうにく,beef
牛肉,ぎゅうにく,beef
使,つか；シ,to use,12
使う,つかう,to use
大使,たいし,ambassador
使用中,しようちゅう,"Occupied"
大使館,たいしかん,embassy
使用する,しようする,to use
使い方,つかいかた,way of using; directions for use
働,はたら；ばたら；ドウ,to work,12
働く,はたらく,to work
共働き,ともばたらき,both husband and wife working for a living
労働,るうどう,labor
連,つ；レン,to link,12
連れて帰る,つれてかえる,to take home
国連,こくれん,United Nations
連休,れんきゅう,consecutive holidays
連続する,れんぞくする,to continue
連なる,つらなる,to stand in a row
連れて行く,つれていく,to take (someone)
連日,れんじつ,day after day
連絡する,れんらくする,to contact; to inform
連絡先,れんらくさき,contact address
別,わか；ベツ,to separate,12
別れる,わかれる,to separate
別に,べつに,not in particular
差別,さべつ,discrimination
別々に,べつべつに,separately
特別な,とくべつな,special
区別する,くべつする,to distinguish
送別会,そうべつかい,a farewell party
別離,べつり,separation
度,ド,time; degrees,12
一生に一度,いっしょうにいちど,once in a life time
一度,いちど,once
今度,こんど,near future
温度,おんど,temperature
三十度,さんじゅうど,30 degrees
速度,そくど,speed
赤,あか；セキ,red,12
赤,あか,red color
赤い,あかい,red
赤ちゃん,あかちゃん,baby
赤道,せきどう,the equator
赤十字,せきじゅうじ,the Red Cross
赤字,あかじ,a deficit
青,あお；セイ,blue,12
青,あお,blue color
青い,あおい,blue
青年,せいねん,youth
青春,せいしゅん,youth
色,いろ；シキ；ショク,color,12
色々な,いろいろな,various
色,いろ,color
景色,けしき,scenery
特色,とくしょく,characteristic
茶色,ちゃいろ,brown
原色,げんしょく,primary colors
特色,とくしょく,a characteristic
顔色,かおいろ,complexion
物,もの；ブシ,thing,13
見物,けんぶつ,sightseeing
食べ物,たべもの,food
飲み物,のみもの,drink
買い物,かいもの,shopping
物,もの,thing
動物,どうぶつ,animal
着物,きもの,kimono
動物,どうぶつ,animal
乗り物,のりもの,vechicle
建物,たてもの,building
荷物,にもつ,baggage; luggage
生物学,せいぶつがく,biology
手荷物,てにもつ,hand luggage; hand baggage
動物園,どうぶつえん,a zoo
博物館,はくぶつかん,museum
果物,くだもの,fruit
品物,しなもも,goods; articles
物価,ぶっか,commodity prices
忘れ物,わすれもの,a thing left behind
鳥,とり；チョウ,bird,13
鳥,とり,bird
焼き鳥,やきとり,grilled chicken
白鳥,はくちょう,swan
料,リョウ,ingredients; fare,13
料理,りょうり,cooking
料金,りょうきん,charge
給料,きゅうりょう,salary
授業料,じゅぎょうりょう,tuition; school fees
材料,ざいりょう,ingredients
原料,げんりょう,raw material
送料,そうりょう,postage
資料,しりょう,data; materials
食料品,しょくりょうひん,food
理,リ,reason,13
料理,りょうり,cooking
理由,りゆう,reason
無理,むり,impossible
心理学,しんりがく,psychology
真理,しんり,truth
理論,りろん,a theory
論理,ろんり,logic
特,トク；トッ,special,13
特に,とくに,especially
特別な,とくべつな,special
特急電車,とっきゅうでんしゃ,super express train
特急,ときゅう,a special express
特色,とくしょく,a characteristic
安,やす；アン,cheap; ease,13
安い,やすい,cheap
安心,あんしん,relief
不安な,ふあんな,uneasy
安いツアー,やすいツアー,cheap tour
飯,ハン,food; cooked rice,13
ご飯,ごはん,rice; meal
朝ご飯,あさごはん,breakfast
昼ご飯,ひるごはん,lunch
晩ご飯,ばんごはん,supper; dinner
肉,ニク,meat,13
牛肉,ぎゅうにく,beef
肉,にく,meat
牛肉,ぎゅうにく,beef
肉屋,にくや,meat shop
悪,わる；アク,bad; wrong,13
悪い,わるい,bad
気分が悪い,きぶんがわるい,to feel sick
最悪,さいあく,the worst
悪魔,あくま,devil
悪口,わるくち,speaking ill of
悪化する,あっかする,to change for the worse
悪性の,あくせいの,malignant
病気が悪くなった,びょうきがわるくなった,condition (illness) became worse
体,からだ；タイ,body,13
体,からだ,body
体重,たいしゅう,body weight
体操,たいそう,gymnastics; physical exercises
体育,たいいく,physical education
体育館,たいいくかん,gymnasium
体温計,たいおんけい,medical thermometer
空,クウ；そら；あ；から,sky; empty,13
空港,くうこう,airport
空気,くうき,air
空,そら,sky
空く,あく,to be vacant
空手,からて,karate
航空便,こうくうびん,air mail
港,コウ；みなと,port; harbor,13
空港,くうこう,airport
神戸港,こうべこう,Kobe Port
港,みなと,port
着,つき；チャク,to reach; to wear,13
着く,つく,to arrive
着る,きる,to wear
着物,きもの,kimono
大阪着,おおさかちゃく,arriving at Osaka
試着室,しちゃくしつ,a dressing room
到着する,とうちゃくする,to arrive
同,おな；ドウ,same,13
同じ,おなじ,same
同時,どうじ,same time; simultaneous
同情する,どうじょうする,to sympathize
同意する,どういする,to agree
〜に賛同する,〜にさんどうする,to approve of ~
共同,きょうどう,cooperation
海,うみ；カイ,sea,13
北海道,ほっかいどう,Hokkaido
海,うみ,sea
日本海,にほんかい,the Japan Sea
海外,かいがい,overseas
東海道線,とうかいどうせん,the Tokaido line
昼,ひる；チュウ,noon; daytime,13
昼,ひる,noon; daytime
昼ご飯,ひるごはん,lunch
昼食,ちゅうしょく,lunch
昼寝する,ひるねする,to take a nap
彼,かれ；かの,he,14
彼,かれ,he; boyfriend
彼女,かのじょ,she; girlfriend
代,ダイ；か,age; replace,14
世代,せだい,generation
現代的,げんだいてき,modern
時代,じだい,age; era
代わりに,かわりに,instead
近代史,きんだいし,modern science
現代,げんだい,modern times
留,リュウ；ル；と,to stay; to keep,14
留学生,りゅうがくせい,foreign students
留守,るす,absence from home
留守番電話,るすばんでんわ,answering machine
族,ゾク,family; tribe,14
家族,かぞく,family
民族,みんぞく,a race; a people
民族学,みんぞくがく,ethnology
水族館,すいぞくかん,an aquarium
親,おや；シン；した,parent; intimacy,14
父親,ちちおや,father
親切,しんせつ,kind
親友,しんゆう,best friend
両親,りょうしん,parents
親指,おやゆび,a thumb
親類,しんるい,relatives
切,セツ；き；きっ,to cut,14
親切,しんせつ,kind
切る,きる,to cut
大切,たいせつ,precious; important
切手,きって,postage stamp
適切な,てきせつな,appropriate
英,エイ,English; excellent,14
英語,えいご,English language
英国,えいこく,England
英会話,えいかいわ,English conversation
英和辞典,えいわじてん,an English-Japanese dictionary
店,みせ；テン,shop,14
売店,ばいてん,stand; stall
店,みせ,shop
店員,てんいん,store attendant
茶店,ちゃみせ,teahouse
喫茶店,きっさてん,cafe; coffeehouse
閉店する,へいてんする,to close a store
商店,しょうてん,a store
書店,しょてん,bookshop
去,キョ；コ；さ,past; to leave,14
去年,きょねん,last year
過去,かこ,the past
急,キュウ；いそ,to hurry; emergency,14
急病,きゅうびょう,sudden illness
急に,きゅうに,suddenly
急ぐ,いそぐ,to hurry
急行,きゅうこう,express train
特急電車,とっきゅうでんしゃ,super express train
準急,じゅんきゅう,a local express
特急,ときゅう,a special express
急用,きゅうよう,urgent business
乗,の；ジョウ,to ride,14
乗る,のる,to ride
乗り物,のりもの,vechicle
乗客,じょうきゃく,a passenger
当,トウ；あ,to hit,14
本当,ほんとう,really
当たる,あたる,to hit
適当な,てきとうな,proper
手当,てあて,medical treatment
当番,とうばん,duty
音,オン；おと；ね,sound,14
音楽,おんがく,music
発音,はつおん,pronunciation
音,おと,sound
足音,あしおと,footsteps
音読,おんよみ,'ON' reading
雑音,ざつおん,noise
楽,ガク；たの；ガッ；ラク,pleasure,14
音楽,おんがく,music
楽しい,たのしい,fun
楽しむ,たのしむ,to enjoy
楽な,楽な,easy; comfortable
打楽器,だがっき,a percussion instrument
楽器,がっき,a musical instrument
医,イ,doctor; medicine,14
医者,いしゃ,doctor
歯科医,しかい,a dentist
医院,いいん,doctor's office
者,シャ；もの,person,14
医者,いしゃ,doctor
者,しゃ,a person
科学者,かがくしゃ,a scientist
学者,がくしゃ,a scholar
記者,きしゃ,a reporter
打者,だしゃ,a batter
旅行者,りょこうしゃ,tourist
死,し；シ,death; to die,15
死ぬ,しぬ,to die
意,イ,mind; meaning,15
意味,いみ,meaning
注意する,ちゅういする,to watch out
同意する,どういする,to agree
意見,いけん,an opinion
意識,いしき,consciousness
意志,いし,an intention
用意する,よういする,to prepare
得意な,とくいな,to be good at
漢字の意味,かんじのいみ,kanji's meaning
味,ミ；あじ,flavor; taste,15
意味,いみ,meaning
趣味,しゅみ,hobby
興味,きょうみ,interest
味噌,みそ,soybean paste
味,あじ,taste
味わう,あじわう,to enjoy the taste
漢字の意味,かんじのいみ,kanji's meaning
注,チュウ；そそ,to pour; to shed,15
注意する,ちゅういする,to watch out
注ぐ,そそぐ,to pour
注文する,ちゅうもんする,to order
注,ちゅう,explanatory notes
注目する,ちゅうもくする,to pay attention
夏,なつ；カ,summer,15
夏,なつ,summer
夏休み,なつやすみ,summer vacation
冷夏,れいか,a cool summer
初夏,しょか,early summer
魚,さかな；うお；ギョ,fish,15
魚,さかな,fish
金魚,きんぎょ,goldfish
寺,てら；ジ,temple,15
お寺,おてら,temple
東大寺,とうだいじ,Todaiji Temple
広,ひろ；コウ,spacious; wide,15
広い,ひろい,wide; spacious
広場,ひろば,square; open space; plaza
広島,ひろしま,Hiroshima
広告,こうこく,advertisement
求人広告,きゅうじんこうこく,a help wanted advertisement
転,テン；ころ,to roll over,15
運転,うんてん,driving
自転車,じてんしゃ,bicycle
回転寿し,かいてんずし,rotating sushi
転ぶ,ころぶ,to tumble; to fall down
回転する,かいてんする,to rotate
運転手,うんてんしゅ,driver; chauffeur
横転する,おうてんする,to turn over
借,か；シャク；シャツ,to borrow,15
借りる,かりる,to borrow
借金,しゃっきん,a debt
借用書,しゃくようしょ,an IOU
走,はし；ソウ,to run,15
走る,はしる,to run
建,たて；た；ケン,to build,15
建物,たてもの,building
地,チ；ジ,ground,15
地下鉄,ちかてつ,subway
地図,ちず,map
地下,ちか,underground
地震,じしん,earthquake
遊園地,ゆうえんち,an amusement park
地区,ちく,a district
地方,ちほう,locality; district
土地,とち,plot of land; lot; soil
番地,ばんち,lot number (as part of an address)
関東地方,かんとうちほう,the Kanto District
台地,だいち,a plateau
地位,ちい,position
場,ば；ジョウ,place,15
広場,ひろば,square; open space; plaza
場所,ばしょ,place
村役場,むらやくば,a village office
工場,こうじょう,factory
場合,ばあい,case; situation
売り場,うりば,sales counter
立場,たちば,a standpoint
足,あし；た；ソク,foot; leg,15
足,あし,foot; leg
足りる,たりる,to be sufficient
不足,ふそく,insufficiency; shortage; deficiency; lack
遠足,えんそく,a picnic
足音,あしおと,footsteps
通,とお；かよ；ツウ,to pass; to commute,15
通る,とおる,to go through; to pass
通う,かよう,to commute
通読,つうどく,reading through; reading over
流通する,りゅうつうる,to circulate
交通,こうつう,traffic
通信,つうしん,correspondence
通路,つうろ,a passage
交通事故,こうつうじこ,traffic accident
交通機関,こうつうきかん,means of transportation
通信機関,つうしんきかん,communications or media organization
通知する,つうちする,to inform
通過する,つうかする,to pass
共通の,きょうつうの,common
供,ども；とも；そな；キョウ,companion; offer,16
子供の時,こどものとき,in one's childhood
子供,こども,child
共に,ともに,together
供える,そなえる,to offer something to the spirit
提供,ていきょう,offer
世,セ；セイ；よ,world; generation,16
世界,せかい,the world
世話,せわ,care
世代,せだい,generation
三世,さんせい,third generation
世の中,よのなか,the society
界,カイ,world,16
世界,せかい,the world
全,ゼン；まった,all,16
全部,ぜんぶ,all
全然,ぜんぜん,not at all
全員,ぜんいん,all members
部,ブ；へ,part; section,16
全部,ぜんぶ,all
部屋,へや,room
文部省,もんぶしょう,the Ministry of Education
頭部,とうぶ,the head
始,はじ；シ,to begin,16
始まる,はじまる,(something) begins
始める,はじめる,to begin (something)
開始する,かいしする,to begin
始発,しはつ,the first train
週,シュウ,week,16
先週,せんしゅう,last week
毎週,まいしゅう,every week
一週間,いっしゅうかん,one week
来週,らいしゅう,next week
毎週,まいしゅう,every week
先週,せんしゅう,last week
週末,しゅうまつ,weekend
週刊誌,しゅうかんし,a weekly magazine
以,イ,by means of; compared with,16
〜以上,〜いじょう,... or more
以上,いじょう,more than
以下,いか,less than
以前,いぜん,previously
以後,いご,after than
考,かんが；コウ,to think; idea,16
考える,かんがえる,to think
思考力,しこうりょく,thinking power; ability to think
考古学,こうこがく,archaeology
考え,かんがえ,a thought; an idea
選考する,せんこうする,to select
開,あ；ひら；カイ,to open,16
開ける,あける,to open (something)
公開する,こうかいする,to open to the public
開始する,かいしする,to begin
屋,や；オク,shop; house,16
屋上,おくじょう,rooftop
肉屋,にくや,meat shop
部屋,へや,room
本屋,ほんや,bookstore
酒屋,さかや,a liquor shop
薬屋,くすりや,a chemist's shop; a pharmacy
方,かた；がた；ホウ,direction; person,16
味方,みかた,person on one's side
地方,ちほう,locality; district
使い方,つかいかた,way of using; directions for use
仕方,しかた,how to; a method
〜方面,〜ほうめん,in the direction of ~
関東地方,かんとうちほう,the Kanto District
方向,ほうこう,a direction
両方,りょうほう,both
運,ウン；はこ,transport; luck,16
運動,うんどう,exercise
運転,うんてん,driving
運ぶ,はこぶ,to carry from one place to another; transport
運,うん,luck; fortune
運送,うんそう,conveyance
運転手,うんてんしゅ,driver; chauffeur
運営する,うんえいする,to manage
動,ドウ；うご,to move,16
動物,どうぶつ,animal
活動,かつどう,activity
感動する,かんどうする,to be moved
動物園,どうぶつえん,a zoo
移動する,いどうする,to move; to remove
教,おし；キョウ,to teach,16
教える,おしえる,to teach
教室,きょうしつ,classroom
教会,きょうかい,church
教科書,きょうかしょ,textbook
教授,きょうじゅ,professor; teaching; instruction
教育,きょういく,education
説教する,せっきょうする,to preach
教育水準,きょういくすいじゅん,level of education
室,シツ,room,16
教室,きょうしつ,classroom
暗室,あんしつ,a dark room
〜号室,〜ごうしつ,Room ~
寝室,しんしつ,bedroom
温室,おんしつ,a greenhouse
会議室,かいぎしつ,a conference room
試着室,しちゃくしつ,a dressing room
談話室,だんわしつ,a lounge
歳,サイ；セイ,year; age,17
二十歳,にじゅうさい,twenty-five years old
二十歳,はたち,twenty years old
習,なら；シュウ,to learn,17
習う,ならう,to learn
練習,れんしゅう,practice
主,おも；シュ；ぬし,main; lord,17
主に,おもに,mainly
ご主人,ごしゅじん,husband
主婦,しゅふ,housewife
資本主義,しほんしゅぎ,capitalism
結,ケッ；ケツ；むす,to tie; to join,17
結婚する,けっこんする,to marry
結果,けっか,result
結ぶ,むすぶ,to bind; to connect
結論,けつろん,a conclusion
結婚式,けっこんしき,a wedding
婚,コン,marriage,17
結婚する,けっこんする,to marry
離婚,りこん,divorce
婚約する,こんやくする,to get engaged
新婚旅行,しんこんりょこう,a honeymoon
離婚する,りこんする,to divorce
結婚式,けっこんしき,a wedding
集,あつ；シュウ,to gather,17
集める,あつめる,to collect
発,ハッ；ハツ；パツ,to start; to reveal,17
発音,はつおん,pronunciation
始発,しはつ,the first train
活発な,かっぱつな,active
出発する,しゅっぱつする,to depart
発売,はつばい,a sale
発行,はっこう,publication
発車,はっしゃ,departure of a vehicle
発表する,はっぴょうする,to make public; to give a presentation; to announce
表,ピョウ；ヒョウ；あらわ,to express; surface,17
表面,ひょうめん,a surface
表情,ひょうじょう,facial expression
表す,あらわす,to express; to show
表現,ひょうげん,an expression
発表する,はっぴょうする,to make public; to give a presentation; to announce
品,ヒン；しな,goods; refinement,17
作品,さくひん,artistic piece
所持品,しょじひん,belongings
作品,さくひん,piece of work
商品,しょうひん,goods
品物,しなもも,goods; articles
食料品,しょくりょうひん,food
上品な,じょうひんな,elegant
品質,ひんしつ,quality
下品,げひん,vulgar
字,ジ,character; letter,17
文字,もじ,letter; character
赤十字,せきじゅうじ,the Red Cross
文字,もじ,character
漢字,かんじ,Chinese character
黒字,くろじ,a profit; surplus
赤字,あかじ,a deficit
活字,かつじ,printed type
漢字の意味,かんじのいみ,kanji's meaning
活,カツ；カッ,lively,17
活動,かつどう,activity
生活,せいかつ,(daily) life
活字,かつじ,printed type
活発な,かっぱつな,active
活用形,かつようけい,conjugation form
写,シャ；うつ,to copy,17
写真,しゃしん,photograph
写す,うつす,to copy
写る,うつる,to be photographed
真,シン；ま,true; reality,17
写真,しゃしん,photograph
真ん中,まんなか,center
真夜中,まよなか,midnight
真理,しんり,truth
真白,まっしろ,real white
真剣,しんけん,serious
歩,ある；ホ；ポ,to walk,17
歩く,あるく,to walk
歩道橋,ほどうきょう,a pedestrian bridge
進歩する,しんぽする,to progress
初歩,しょほ,the first steps
野,ヤ；の,field,17
分野,ぶんや,realm; field
小野さん,おのさん,Mr. / Mrs. Ono
長野,ながの,Nagano
野球,やきゅう,baseball
野菜,やさい,vegetable
野原,のはら,a field
野山,のやま,hills and fields
野菜,やさい,vegetables
目,モク；め,eye,18
一行目,いちぎょうめ,first line
目的,もくてき,purpose
目,め,eyes
目上の人,めうえのひと,one\'s superiors
目次,もくじ,table of contents
目薬,めぐすり,eye drops; eyewash
注目する,ちゅうもくする,to pay attention
目覚まし時計,めざましどけい,an alarm clock
的,テキ；まと,target; -ish,18
目的,もくてき,purpose
現代的,げんだいてき,modern
的,まと,target
実用的な,じつようてきな,practical
力,ちから；リョク；リキ,power,18
力仕事,ちからしごと,physical labor such as construction
力士,りきし,sumo wrestler
馬力,ばりき,horsepower (h.p.)
思考力,しこうりょく,thinking power; ability to think
引力,いんりょく,gravitational force
洋,ヨウ,ocean; overseas,18
洋服,ようふく,Western clothes
大西洋,たいせいよう,the Atlantic
洋酒,ようしゅ,foreign liquors
西洋,せいよう,the West
東洋,とうよう,the East; the Orient
洋食,ようしょく,Western food
服,フク,clothes,18
洋服,ようふく,Western clothes
服,ふく,clothes
和服,わふく,Japanese kimono
服用する,ふくようする,to take (medicine)
薬を服用,くすりをふくよう,to take medicine
礼服,れいふく,ceremonial dress
堂,ドウ,hall,18
食堂,しょくどう,dining room
授,ジュ；さずか,to instruct,18
授業,じゅぎょう,class
教授,きょうじゅ,professor; teaching; instruction
授業中,じゅぎょうちゅう,during class
授業料,じゅぎょうりょう,tuition; school fees
業,ギョウ,business; vocation,18
授業,じゅぎょう,class
卒業,そつぎょう,graduation
授業中,じゅぎょうちゅう,during class
授業料,じゅぎょうりょう,tuition; school fees
卒業する,そつぎょうする,to graduate
卒業式,そつぎょうしき,graduation ceremony
残業,ざんぎょう,over-time work
林業,りんぎょう,forestry
工業,こうぎょう,industry; manufacturing
農業,のうぎょう,agriculture
商業,しょうぎょう,commerce
産業,さんぎょう,industry
農業国,のうぎょうこく,agricultural country
工業国,こうぎょうこく,industrialized nation
営業する,えいぎょうする,to carry on business
卒業生,そつぎょうせい,a graduate
失業する,しつぎょうする,to lose one's job
試,シ；こころ,test; to try,18
試験,しけん,exam
試みる,こころみる,to try
試す,ためす,to test
試合,しあい,a game
試着室,しちゃくしつ,a dressing room
験,ケン,to examine,18
試験,しけん,exam
経験,けいけん,experience
実験,じっけん,experiment
受験する,じゅけんする,to take the exam
実験する,じっけんする,to experiment
貸,か；タイ,to lend; load,18
貸す,かす,to lend
貸し出し,かしだし,loaning out
賃貸,ちんたい,a rental condominium
図,ト；ズ；はか,drawing; to devise,18
図書館,としょかん,library
地図,ちず,map
天気図,てんきず,weather map
館,カン,building; hall,18
映画館,えいがかん,movie theater
旅館,りょかん,inn
図書館,としょかん,library
体育館,たいいくかん,gymnasium
博物館,はくぶつかん,museum
大使館,たいしかん,embassy
水族館,すいぞくかん,an aquarium
終,お；シュウ,end,18
終わる,おわる,to come to an end
終わり,おわり,end
終える,おえる,to finish something
終電,しゅうでん,the last train
終点,しゅうてん,the terminus
宿,シュク；やど,inn; to lodge in,18
宿題,しゅくだい,homework
合宿,がっしゅく,a training campu
宿泊する,しゅくはくする,to stay the night
題,ダイ,title; topic,18
宿題,しゅくだい,homework
問題,もんだい,problem; issue
春,はる；シュン,spring,19
春,はる,spring
青春,せいしゅん,youth
春分の日,しゅんぶんのひ,the vernal equinox day
早春,そうしゅん,early spring
秋,あき；シュウ,autumn,19
秋,あき,autumn
秋学期,あきがっき,fall semester
秋分の日,しゅうぶんのひ,the autumnal equinox day
晩秋,ばんしゅう,late autumn
冬,ふゆ；トウ,winter,19
冬,ふゆ,winter
冬休み,ふゆやすみ,winter vacation
暖冬,だんとう,a mild winter
花,はな；カ,flower,19
花,はな,flower
花見,はなみ,flower viewing
花火,はなび,fireworks
様,さま；ヨウ,Mr.; Ms.; condition,19
様,さま,Mr./Ms.
お客様,おきゃくさま,dear customer
不,フ；ブ,negative; non-,19
不安な,ふあんな,uneasy
不足,ふそく,insufficiency; shortage; deficiency; lack
姉,あね；ねえ；シ,older sister,19
姉,あね,older sister
お姉さん,おねえさん,older sister
兄,あに；にい；キョウ；ケイ,older brother,19
兄,あに,older brother
お兄さん,おにいさん,older brother
兄弟,きょうだい,brothers; siblings
漢,カン,China,19
漢字,かんじ,Chinese character
漢字の意味,かんじのいみ,kanji's meaning
卒,ソツ,to graduate,19
卒業する,そつぎょうする,to graduate
卒業,そつぎょう,graduation
卒業式,そつぎょうしき,graduation ceremony
卒業生,そつぎょうせい,a graduate
大学卒,だいがくそつ,a college graduate
工,コウ；ク,craft; construction,19
工学,こうがく,engineering
工事,こうじ,construction
工場,こうじょう,factory
工業,こうぎょう,industry; manufacturing
工業国,こうぎょうこく,industrialized nation
加工する,かこうする,to process
研,ケン；と,to polish; study,19
研究,けんきゅう,research
研究室,けんきゅうしつ,professor's office
研究所,けんきゅうじょ,research institute
研究機関,けんきゅうきかん,research organization
究,キュウ；きわ,research,19
研究,けんきゅう,research
研究室,けんきゅうしつ,professor's office
研究所,けんきゅうじょ,research institute
研究機関,けんきゅうきかん,research organization
質,シツ；シチ,quality; matter,19
質問,しつもん,question
品質,ひんしつ,quality
問,モン；と,question,19
問題,もんだい,problem; issue
質問,しつもん,question
問題,もんだい,problem
訪問する,ほうもんする,to pay a visit
多,おお；タ,many; much,19
多い,おおい,many
多忙な,たぼうな,very busy
皿,さら；ざら,plate,20
皿,さら,plate; dish
声,こえ；セイ,voice,20
声,こえ,voice
茶,チャ；サ,tea,20
お茶,おちゃ,Japanese tea
茶店,ちゃみせ,teahouse
茶色,ちゃいろ,brown
喫茶店,きっさてん,cafe; coffeehouse
紅茶,こうちゃ,black tea
止,と；シ,to stop,20
止まる,とまる,(something) stops
静止,せいし,to stand still
枚,マイ,sheet of ...,20
一枚,いちまい,one sheet
両,リョウ,both,20
両親,りょうしん,parents
両替,りょうがえ,exchange of money
車両,しゃりょう,vehicles; cars
両方,りょうほう,both
無,ム；ブ；な,none,20
無理,むり,impossible
無効,むこう,invalidity
無礼な,ぶれいな,rude
払,はら；ばら,to pay,20
払う,はらう,to pay
支払い,しはらい,payment
前払い,まえばらい,payment in advance
心,こころ；シン,heart; mind,20
安心,あんしん,relief
心,こころ,heart
心配する,しんぱいする,to worry
心配な,しんぱいな,worried about
